"","location_dest","location_origin","total","long_origin","lat_origin","long_dest","lat_dest"
"1406","Dallas-Fort Worth TX","Santa Ana CA",3656,-117.8682225,33.67565861,-97.0372,32.89595056
"1407","Dallas-Fort Worth TX","Lawton OK",1826,-98.41663667,34.56771444,-97.0372,32.89595056
"1408","Dallas-Fort Worth TX","Ft. Myers FL",919,-81.86325,26.58661111,-97.0372,32.89595056
"1409","Dallas-Fort Worth TX","Albuquerque NM",2888,-106.6091944,35.04022222,-97.0372,32.89595056
"1410","Dallas-Fort Worth TX","Dayton OH",1037,-84.219375,39.90237583,-97.0372,32.89595056
"1411","Dallas-Fort Worth TX","Tucson AZ",2676,-111.1728611,32.14308333,-97.0372,32.89595056
"1412","Dallas-Fort Worth TX","Mobile AL",1399,-88.06799861,30.62646944,-97.0372,32.89595056
"1413","Dallas-Fort Worth TX","Rochester NY",177,-77.67238389,43.11886611,-97.0372,32.89595056
"1414","Dallas-Fort Worth TX","Jackson WY",214,-110.7377389,43.60732417,-97.0372,32.89595056
"1415","Dallas-Fort Worth TX","Columbia SC",1157,-81.11953944,33.93884,-97.0372,32.89595056
"1416","Dallas-Fort Worth TX","Miami FL",3346,-80.29055556,25.79325,-97.0372,32.89595056
"1417","Dallas-Fort Worth TX","Peoria IL",634,-89.6134025,40.79525917,-97.0372,32.89595056
"1418","Dallas-Fort Worth TX","New Orleans LA",2501,-90.08166667,29.95194444,-97.0372,32.89595056
"1419","Dallas-Fort Worth TX","San Juan PR",986,-66.09883333,18.45675,-97.0372,32.89595056
"1420","Dallas-Fort Worth TX","Richmond VA",1041,-77.52498667,37.4065375,-97.0372,32.89595056
"1421","Dallas-Fort Worth TX","Savannah GA",795,-81.20213889,32.12758333,-97.0372,32.89595056
"1422","Dallas-Fort Worth TX","Eagle CO",457,-106.9176953,39.64256778,-97.0372,32.89595056
"1423","Dallas-Fort Worth TX","Pensacola FL",2024,-87.18744444,30.47330556,-97.0372,32.89595056
"1424","Dallas-Fort Worth TX","Laredo TX",1401,-99.46154361,27.54373861,-97.0372,32.89595056
"1425","Dallas-Fort Worth TX","Midland TX",1778,-102.2019139,31.94252778,-97.0372,32.89595056
"1426","Dallas-Fort Worth TX","Roswell NM",961,-104.5305556,33.30155556,-97.0372,32.89595056
"1427","Dallas-Fort Worth TX","College Station TX",1105,-96.36382417,30.58858944,-97.0372,32.89595056
"1428","Dallas-Fort Worth TX","Flint MI",246,-83.74345639,42.96550333,-97.0372,32.89595056
"1429","Dallas-Fort Worth TX","Detroit MI",2799,-83.00986111,42.40919444,-97.0372,32.89595056
"1430","Dallas-Fort Worth TX","Seattle WA",3917,-122.3019561,47.52998917,-97.0372,32.89595056
"1431","Dallas-Fort Worth TX","San Diego CA",3528,-117.1395664,32.81573306,-97.0372,32.89595056
"1432","Dallas-Fort Worth TX","Jacksonville FL",1366,-81.80594722,30.27778889,-97.0372,32.89595056
"1433","Dallas-Fort Worth TX","Chicago IL",8093,-87.60791167,41.85884389,-97.0372,32.89595056
"1434","Dallas-Fort Worth TX","Colorado Springs CO",2036,-104.5698933,38.94574889,-97.0372,32.89595056
"1435","Dallas-Fort Worth TX","Oakland CA",725,-122.2207167,37.72129083,-97.0372,32.89595056
"1436","Dallas-Fort Worth TX","Newark NJ",3729,-74.16866056,40.69249722,-97.0372,32.89595056
"1437","Dallas-Fort Worth TX","Amarillo TX",2556,-101.7059272,35.2193725,-97.0372,32.89595056
"1438","Dallas-Fort Worth TX","St Louis MO",3597,-90.50830417,38.72752,-97.0372,32.89595056
"1439","Dallas-Fort Worth TX","Boston MA",3036,-71.00517917,42.3643475,-97.0372,32.89595056
"1440","Dallas-Fort Worth TX","Fort Smith AR",1826,-94.36744111,35.33659028,-97.0372,32.89595056
"1441","Dallas-Fort Worth TX","Killeen TX",2565,-97.82779778,31.06489778,-97.0372,32.89595056
"1442","Dallas-Fort Worth TX","Harrisburg PA",274,-76.85147222,40.21713889,-97.0372,32.89595056
"1443","Dallas-Fort Worth TX","Salt Lake City UT",3149,-111.9777731,40.78838778,-97.0372,32.89595056
"1444","Dallas-Fort Worth TX","Columbus OH",1694,-82.89188278,39.99798528,-97.0372,32.89595056
"1445","Dallas-Fort Worth TX","Charleston SC",1155,-80.04050583,32.89864639,-97.0372,32.89595056
"1446","Dallas-Fort Worth TX","Monroe LA",966,-92.03768778,32.51086556,-97.0372,32.89595056
"1447","Dallas-Fort Worth TX","Montrose CO",232,-107.8938333,38.50886722,-97.0372,32.89595056
"1448","Dallas-Fort Worth TX","Baltimore MD",2311,-76.66819833,39.17540167,-97.0372,32.89595056
"1449","Dallas-Fort Worth TX","Fresno CA",730,-119.7181389,36.77619444,-97.0372,32.89595056
"1450","Dallas-Fort Worth TX","Kahului HI",366,-156.4304578,20.89864972,-97.0372,32.89595056
"1451","Dallas-Fort Worth TX","Wichita Falls TX",1834,-98.49189333,33.98879611,-97.0372,32.89595056
"1452","Dallas-Fort Worth TX","Philadelphia PA",3485,-75.24114083,39.87195278,-97.0372,32.89595056
"1453","Dallas-Fort Worth TX","Grand Junction CO",599,-108.5267347,39.1224125,-97.0372,32.89595056
"1454","Dallas-Fort Worth TX","Knoxville TN",1506,-83.87365389,35.96383361,-97.0372,32.89595056
"1455","Dallas-Fort Worth TX","Raleigh NC",2347,-78.78747222,35.87763889,-97.0372,32.89595056
"1456","Dallas-Fort Worth TX","Oklahoma City OK",2845,-97.82354556,35.4880825,-97.0372,32.89595056
"1457","Dallas-Fort Worth TX","Wichita KS",1794,-97.22113889,37.74755556,-97.0372,32.89595056
"1458","Dallas-Fort Worth TX","Lexington KY",907,-84.60538889,38.03697222,-97.0372,32.89595056
"1459","Dallas-Fort Worth TX","Sacramento CA",1347,-121.2975908,38.55389694,-97.0372,32.89595056
"1460","Dallas-Fort Worth TX","Denver CO",8268,-104.8492942,39.57012833,-97.0372,32.89595056
"1461","Dallas-Fort Worth TX","Anchorage AK",153,-149.9961856,61.17432028,-97.0372,32.89595056
"1462","Dallas-Fort Worth TX","Ft. Lauderdale FL",2298,-80.15275,26.07258333,-97.0372,32.89595056
"1463","Dallas-Fort Worth TX","New York NY",6206,-73.97208306,40.74260167,-97.0372,32.89595056
"1464","Dallas-Fort Worth TX","San Francisco CA",3487,-122.3748433,37.61900194,-97.0372,32.89595056
"1465","Dallas-Fort Worth TX","Indianapolis IN",2087,-86.29438056,39.83070944,-97.0372,32.89595056
"1466","Dallas-Fort Worth TX","Fayetteville/Springdale/Rogers AR",2781,-94.30681111,36.28186944,-97.0372,32.89595056
"1467","Dallas-Fort Worth TX","Pittsburgh PA",2140,-79.93016889,40.35440139,-97.0372,32.89595056
"1468","Dallas-Fort Worth TX","Tulsa OK",3260,-95.984635,36.0396275,-97.0372,32.89595056
"1469","Dallas-Fort Worth TX","Milwaukee WI",747,-87.89658333,42.94722222,-97.0372,32.89595056
"1470","Dallas-Fort Worth TX","Tyler TX",1585,-95.40238611,32.35413889,-97.0372,32.89595056
"1471","Dallas-Fort Worth TX","Grand Rapids MI",795,-85.52276778,42.88081972,-97.0372,32.89595056
"1472","Dallas-Fort Worth TX","Atlanta GA",9847,-84.42694444,33.64044444,-97.0372,32.89595056
"1473","Dallas-Fort Worth TX","Lafayette LA",1182,-91.987655,30.20527972,-97.0372,32.89595056
"1474","Dallas-Fort Worth TX","Windsor Locks CT",1065,-72.68322833,41.93887417,-97.0372,32.89595056
"1475","Dallas-Fort Worth TX","Honolulu HI",732,-157.9224072,21.31869111,-97.0372,32.89595056
"1476","Dallas-Fort Worth TX","Syracuse NY",178,-76.10631056,43.11118694,-97.0372,32.89595056
"1477","Dallas-Fort Worth TX","Moline IL",587,-90.50753917,41.44852639,-97.0372,32.89595056
"1478","Dallas-Fort Worth TX","Memphis TN",2458,-90.05397694,35.20069278,-97.0372,32.89595056
"1479","Dallas-Fort Worth TX","Burbank CA",1376,-118.3584969,34.20061917,-97.0372,32.89595056
"1480","Dallas-Fort Worth TX","San Jose CA",2264,-121.8197947,37.33287306,-97.0372,32.89595056
"1481","Dallas-Fort Worth TX","Madison WI",947,-89.18553833,43.10491444,-97.0372,32.89595056
"1482","Dallas-Fort Worth TX","Santa Barbara CA",366,-119.8403733,34.42621194,-97.0372,32.89595056
"1483","Dallas-Fort Worth TX","Shreveport LA",3579,-93.7450225,32.54021889,-97.0372,32.89595056
"1484","Dallas-Fort Worth TX","El Paso TX",2901,-106.3778056,31.80666667,-97.0372,32.89595056
"1485","Dallas-Fort Worth TX","Phoenix AZ",5387,-112.0825614,33.68831667,-97.0372,32.89595056
"1486","Dallas-Fort Worth TX","Gunnison CO",111,-106.9331817,38.53396333,-97.0372,32.89595056
"1487","Dallas-Fort Worth TX","Norfolk VA",1035,-76.32066389,36.66561833,-97.0372,32.89595056
"1488","Dallas-Fort Worth TX","Buffalo NY",93,-78.71658528,42.86200306,-97.0372,32.89595056
"1489","Dallas-Fort Worth TX","Greensboro NC",1037,-79.9372975,36.09774694,-97.0372,32.89595056
"1490","Dallas-Fort Worth TX","Minneapolis MN",2851,-93.21138889,45.145,-97.0372,32.89595056
"1491","Dallas-Fort Worth TX","Bloomington IL",60,-88.91595278,40.47798556,-97.0372,32.89595056
"1492","Dallas-Fort Worth TX","Chattanooga TN",426,-85.20378778,35.03526833,-97.0372,32.89595056
"1493","Dallas-Fort Worth TX","Cedar Rapids IA",1897,-91.71087222,41.88458833,-97.0372,32.89595056
"1494","Dallas-Fort Worth TX","West Palm Beach FL",854,-80.22148111,26.84537306,-97.0372,32.89595056
"1495","Dallas-Fort Worth TX","Texarkana AR",1250,-93.99102,33.45370806,-97.0372,32.89595056
"1496","Dayton OH","Chantilly VA",52,-77.45580972,38.94453194,-84.219375,39.90237583
"1497","Dayton OH","Orlando FL",416,-81.43708333,28.28980556,-84.219375,39.90237583
"1498","Dayton OH","Tampa FL",204,-82.53325,27.97547222,-84.219375,39.90237583
"1499","Dayton OH","Dallas-Fort Worth TX",1038,-97.0372,32.89595056,-84.219375,39.90237583
"1500","Dayton OH","Las Vegas NV",42,-115.1327708,35.97636444,-84.219375,39.90237583
"1501","Dayton OH","Minneapolis MN",692,-93.21138889,45.145,-84.219375,39.90237583
"1502","Dayton OH","Atlanta GA",4372,-84.42694444,33.64044444,-84.219375,39.90237583
"1503","Dayton OH","Baltimore MD",982,-76.66819833,39.17540167,-84.219375,39.90237583
"1504","Dayton OH","Houston TX",859,-95.55277778,30.06186111,-84.219375,39.90237583
"1505","Dayton OH","Cleveland OH",869,-81.68333333,41.5175,-84.219375,39.90237583
"1506","Dayton OH","Lexington KY",1,-84.60538889,38.03697222,-84.219375,39.90237583
"1507","Dayton OH","Detroit MI",1322,-83.00986111,42.40919444,-84.219375,39.90237583
"1508","Dayton OH","Covington KY",746,-84.6621725,39.04614278,-84.219375,39.90237583
"1509","Dayton OH","Chicago IL",1786,-87.60791167,41.85884389,-84.219375,39.90237583
"1510","Dayton OH","Denver CO",850,-104.8492942,39.57012833,-84.219375,39.90237583
"1511","Dayton OH","Milwaukee WI",608,-87.89658333,42.94722222,-84.219375,39.90237583
"1512","Dayton OH","Newark NJ",946,-74.16866056,40.69249722,-84.219375,39.90237583
"1513","Daytona Beach FL","Charlotte NC",23,-80.94312583,35.21401111,-81.05805556,29.17991667
"1514","Daytona Beach FL","Atlanta GA",2413,-84.42694444,33.64044444,-81.05805556,29.17991667
"1515","Daytona Beach FL","Baltimore MD",32,-76.66819833,39.17540167,-81.05805556,29.17991667
"1516","Daytona Beach FL","Covington KY",6,-84.6621725,39.04614278,-81.05805556,29.17991667
"1517","Daytona Beach FL","Newark NJ",311,-74.16866056,40.69249722,-81.05805556,29.17991667
"1518","Daytona Beach FL","New York NY",159,-73.97208306,40.74260167,-81.05805556,29.17991667
"1519","Daytona Beach FL","Cleveland OH",12,-81.68333333,41.5175,-81.05805556,29.17991667
"1520","Deadhorse AK","Fairbanks AK",364,-147.8596694,64.8136775,-148.4651608,70.19475583
"1521","Deadhorse AK","Anchorage AK",363,-149.9961856,61.17432028,-148.4651608,70.19475583
"1522","Denver CO","Akron OH",779,-81.46693944,41.0375,-104.8492942,39.57012833
"1523","Denver CO","Amarillo TX",729,-101.7059272,35.2193725,-104.8492942,39.57012833
"1524","Denver CO","Seattle WA",6623,-122.3019561,47.52998917,-104.8492942,39.57012833
"1525","Denver CO","Kailua/Kona HI",45,-156.0456314,19.73876583,-104.8492942,39.57012833
"1526","Denver CO","Knoxville TN",511,-83.87365389,35.96383361,-104.8492942,39.57012833
"1527","Denver CO","Houston TX",5647,-95.55277778,30.06186111,-104.8492942,39.57012833
"1528","Denver CO","Phoenix AZ",8402,-112.0825614,33.68831667,-104.8492942,39.57012833
"1529","Denver CO","Eugene OR",726,-123.2186856,44.12326,-104.8492942,39.57012833
"1530","Denver CO","Missoula MT",1107,-114.0905556,46.91630556,-104.8492942,39.57012833
"1531","Denver CO","Palm Springs CA",998,-116.5062531,33.82921556,-104.8492942,39.57012833
"1532","Denver CO","San Francisco CA",5374,-122.3748433,37.61900194,-104.8492942,39.57012833
"1533","Denver CO","St Louis MO",2430,-90.50830417,38.72752,-104.8492942,39.57012833
"1534","Denver CO","Billings MT",1628,-108.5428611,45.8076625,-104.8492942,39.57012833
"1535","Denver CO","Burbank CA",944,-118.3584969,34.20061917,-104.8492942,39.57012833
"1536","Denver CO","Newark NJ",2209,-74.16866056,40.69249722,-104.8492942,39.57012833
"1537","Denver CO","Santa Ana CA",3326,-117.8682225,33.67565861,-104.8492942,39.57012833
"1538","Denver CO","Des Moines IA",1704,-93.66068222,41.53493306,-104.8492942,39.57012833
"1539","Denver CO","Detroit MI",2919,-83.00986111,42.40919444,-104.8492942,39.57012833
"1540","Denver CO","Wichita KS",1578,-97.22113889,37.74755556,-104.8492942,39.57012833
"1541","Denver CO","Huntsville AL",653,-86.77310944,34.6404475,-104.8492942,39.57012833
"1542","Denver CO","Cody WY",481,-109.0237961,44.52019417,-104.8492942,39.57012833
"1543","Denver CO","New Orleans LA",1176,-90.08166667,29.95194444,-104.8492942,39.57012833
"1544","Denver CO","Philadelphia PA",2961,-75.24114083,39.87195278,-104.8492942,39.57012833
"1545","Denver CO","Durango CO",2475,-107.7537692,37.15151667,-104.8492942,39.57012833
"1546","Denver CO","Boston MA",2077,-71.00517917,42.3643475,-104.8492942,39.57012833
"1547","Denver CO","Orlando FL",2997,-81.43708333,28.28980556,-104.8492942,39.57012833
"1548","Denver CO","Bismarck ND",1239,-100.7467222,46.77411111,-104.8492942,39.57012833
"1549","Denver CO","Raleigh NC",470,-78.78747222,35.87763889,-104.8492942,39.57012833
"1550","Denver CO","Traverse City MI",89,-85.582235,44.74144472,-104.8492942,39.57012833
"1551","Denver CO","Sioux Falls SD",1429,-96.74170028,43.58135111,-104.8492942,39.57012833
"1552","Denver CO","Medford OR",365,-122.8734978,42.37422778,-104.8492942,39.57012833
"1553","Denver CO","Kansas City MO",5256,-94.71390556,39.29760528,-104.8492942,39.57012833
"1554","Denver CO","El Paso TX",1060,-106.3778056,31.80666667,-104.8492942,39.57012833
"1555","Denver CO","Pittsburgh PA",859,-79.93016889,40.35440139,-104.8492942,39.57012833
"1556","Denver CO","Ft. Lauderdale FL",903,-80.15275,26.07258333,-104.8492942,39.57012833
"1557","Denver CO","Charlotte NC",1925,-80.94312583,35.21401111,-104.8492942,39.57012833
"1558","Denver CO","Atlanta GA",5726,-84.42694444,33.64044444,-104.8492942,39.57012833
"1559","Denver CO","Fresno CA",1265,-119.7181389,36.77619444,-104.8492942,39.57012833
"1560","Denver CO","Indianapolis IN",2089,-86.29438056,39.83070944,-104.8492942,39.57012833
"1561","Denver CO","Dayton OH",838,-84.219375,39.90237583,-104.8492942,39.57012833
"1562","Denver CO","Grand Junction CO",2463,-108.5267347,39.1224125,-104.8492942,39.57012833
"1563","Denver CO","Oakland CA",3101,-122.2207167,37.72129083,-104.8492942,39.57012833
"1564","Denver CO","Louisville KY",384,-85.66372222,38.228,-104.8492942,39.57012833
"1565","Denver CO","Kalispell MT",668,-114.2550694,48.31140472,-104.8492942,39.57012833
"1566","Denver CO","Grand Rapids MI",346,-85.52276778,42.88081972,-104.8492942,39.57012833
"1567","Denver CO","Madison WI",943,-89.18553833,43.10491444,-104.8492942,39.57012833
"1568","Denver CO","Montrose CO",1591,-107.8938333,38.50886722,-104.8492942,39.57012833
"1569","Denver CO","Little Rock AR",118,-92.22424556,34.72939611,-104.8492942,39.57012833
"1570","Denver CO","Sacramento CA",3327,-121.2975908,38.55389694,-104.8492942,39.57012833
"1571","Denver CO","Portland OR",4654,-122.6709289,45.52527778,-104.8492942,39.57012833
"1572","Denver CO","Tulsa OK",1631,-95.984635,36.0396275,-104.8492942,39.57012833
"1573","Denver CO","Albuquerque NM",4318,-106.6091944,35.04022222,-104.8492942,39.57012833
"1574","Denver CO","Lincoln NE",1204,-96.75925,40.85097222,-104.8492942,39.57012833
"1575","Denver CO","West Palm Beach FL",95,-80.22148111,26.84537306,-104.8492942,39.57012833
"1576","Denver CO","Omaha NE",3231,-96.11227778,41.196,-104.8492942,39.57012833
"1577","Denver CO","Colorado Springs CO",4193,-104.5698933,38.94574889,-104.8492942,39.57012833
"1578","Denver CO","Columbus OH",385,-82.89188278,39.99798528,-104.8492942,39.57012833
"1579","Denver CO","Great Falls MT",869,-111.3706853,47.48200194,-104.8492942,39.57012833
"1580","Denver CO","Reno NV",1353,-119.8754169,39.66738111,-104.8492942,39.57012833
"1581","Denver CO","Pasco WA",940,-119.1190292,46.26468028,-104.8492942,39.57012833
"1582","Denver CO","San Jose CA",3670,-121.8197947,37.33287306,-104.8492942,39.57012833
"1583","Denver CO","Ft. Myers FL",222,-81.86325,26.58661111,-104.8492942,39.57012833
"1584","Denver CO","Bozeman MT",1293,-111.1530072,45.77690139,-104.8492942,39.57012833
"1585","Denver CO","Springfield MO",777,-93.38685806,37.24432611,-104.8492942,39.57012833
"1586","Denver CO","Redmond OR",12,-121.1499633,44.25406722,-104.8492942,39.57012833
"1587","Denver CO","Tucson AZ",2029,-111.1728611,32.14308333,-104.8492942,39.57012833
"1588","Denver CO","New York NY",4052,-73.97208306,40.74260167,-104.8492942,39.57012833
"1589","Denver CO","Spokane WA",1436,-117.5338425,47.61985556,-104.8492942,39.57012833
"1590","Denver CO","Nashville TN",2529,-86.67818222,36.12447667,-104.8492942,39.57012833
"1591","Denver CO","Jackson WY",1443,-110.7377389,43.60732417,-104.8492942,39.57012833
"1592","Denver CO","Salt Lake City UT",9269,-111.9777731,40.78838778,-104.8492942,39.57012833
"1593","Denver CO","Rapid City SD",2309,-103.0573708,44.04532139,-104.8492942,39.57012833
"1594","Denver CO","Fargo ND",1263,-96.81498889,46.91934889,-104.8492942,39.57012833
"1595","Denver CO","Tampa FL",1692,-82.53325,27.97547222,-104.8492942,39.57012833
"1596","Denver CO","Chicago IL",10098,-87.60791167,41.85884389,-104.8492942,39.57012833
"1597","Denver CO","Minneapolis MN",5374,-93.21138889,45.145,-104.8492942,39.57012833
"1598","Denver CO","Ontario CA",1544,-117.6011944,34.056,-104.8492942,39.57012833
"1599","Denver CO","Baltimore MD",2664,-76.66819833,39.17540167,-104.8492942,39.57012833
"1600","Denver CO","Milwaukee WI",1449,-87.89658333,42.94722222,-104.8492942,39.57012833
"1601","Denver CO","Cedar Rapids IA",798,-91.71087222,41.88458833,-104.8492942,39.57012833
"1602","Denver CO","Rockford IL",290,-89.09721111,42.19536389,-104.8492942,39.57012833
"1603","Denver CO","Miami FL",809,-80.29055556,25.79325,-104.8492942,39.57012833
"1604","Denver CO","San Antonio TX",2510,-98.46977778,29.53369444,-104.8492942,39.57012833
"1605","Denver CO","Chantilly VA",2984,-77.45580972,38.94453194,-104.8492942,39.57012833
"1606","Denver CO","Gunnison CO",831,-106.9331817,38.53396333,-104.8492942,39.57012833
"1607","Denver CO","San Diego CA",5263,-117.1395664,32.81573306,-104.8492942,39.57012833
"1608","Denver CO","Oklahoma City OK",2848,-97.82354556,35.4880825,-104.8492942,39.57012833
"1609","Denver CO","Boise ID",2064,-116.2227778,43.56444444,-104.8492942,39.57012833
"1610","Denver CO","Hayden CO",1314,-107.2176597,40.48118028,-104.8492942,39.57012833
"1611","Denver CO","Moline IL",719,-90.50753917,41.44852639,-104.8492942,39.57012833
"1612","Denver CO","Idaho Falls ID",980,-112.0701667,43.51455556,-104.8492942,39.57012833
"1613","Denver CO","Anchorage AK",451,-149.9961856,61.17432028,-104.8492942,39.57012833
"1614","Denver CO","Fayetteville/Springdale/Rogers AR",685,-94.30681111,36.28186944,-104.8492942,39.57012833
"1615","Denver CO","Honolulu HI",366,-157.9224072,21.31869111,-104.8492942,39.57012833
"1616","Denver CO","Aspen CO",3992,-106.868845,39.22316,-104.8492942,39.57012833
"1617","Denver CO","Lihue HI",45,-159.3389581,21.97598306,-104.8492942,39.57012833
"1618","Denver CO","Cleveland OH",976,-81.68333333,41.5175,-104.8492942,39.57012833
"1619","Denver CO","Covington KY",1384,-84.6621725,39.04614278,-104.8492942,39.57012833
"1620","Denver CO","Birmingham AL",666,-86.75354972,33.56294306,-104.8492942,39.57012833
"1621","Denver CO","Memphis TN",1731,-90.05397694,35.20069278,-104.8492942,39.57012833
"1622","Denver CO","Casper WY",1536,-106.4644661,42.90835556,-104.8492942,39.57012833
"1623","Denver CO","Baton Rouge LA",1,-91.14963444,30.53316083,-104.8492942,39.57012833
"1624","Denver CO","Los Angeles CA",8894,-118.4080744,33.94253611,-104.8492942,39.57012833
"1625","Denver CO","Eagle CO",1674,-106.9176953,39.64256778,-104.8492942,39.57012833
"1626","Denver CO","Gillette WY",695,-105.5393614,44.34889806,-104.8492942,39.57012833
"1627","Denver CO","Green Bay WI",1,-88.12959,44.48507333,-104.8492942,39.57012833
"1628","Denver CO","Las Vegas NV",8165,-115.1327708,35.97636444,-104.8492942,39.57012833
"1629","Denver CO","Santa Barbara CA",840,-119.8403733,34.42621194,-104.8492942,39.57012833
"1630","Denver CO","Dallas-Fort Worth TX",8193,-97.0372,32.89595056,-104.8492942,39.57012833
"1631","Denver CO","Arlington VA",1429,-77.03772222,38.85208333,-104.8492942,39.57012833
"1632","Denver CO","Bakersfield CA",533,-119.0567681,35.43359806,-104.8492942,39.57012833
"1633","Denver CO","Helena MT",412,-111.9827503,46.60681806,-104.8492942,39.57012833
"1634","Denver CO","Jacksonville FL",118,-81.80594722,30.27778889,-104.8492942,39.57012833
"1635","Denver CO","Peoria IL",362,-89.6134025,40.79525917,-104.8492942,39.57012833
"1636","Denver CO","Monterey CA",365,-121.8429478,36.5869825,-104.8492942,39.57012833
"1637","Denver CO","Rock Springs WY",545,-109.0651928,41.5942175,-104.8492942,39.57012833
"1638","Denver CO","Windsor Locks CT",214,-72.68322833,41.93887417,-104.8492942,39.57012833
"1639","Denver CO","Kahului HI",163,-156.4304578,20.89864972,-104.8492942,39.57012833
"1640","Denver CO","Austin TX",2673,-97.66987194,30.19453278,-104.8492942,39.57012833
"1641","Des Moines IA","Atlanta GA",1114,-84.42694444,33.64044444,-93.66068222,41.53493306
"1642","Des Moines IA","Houston TX",688,-95.55277778,30.06186111,-93.66068222,41.53493306
"1643","Des Moines IA","Cleveland OH",139,-81.68333333,41.5175,-93.66068222,41.53493306
"1644","Des Moines IA","New York NY",705,-73.97208306,40.74260167,-93.66068222,41.53493306
"1645","Des Moines IA","Omaha NE",1,-96.11227778,41.196,-93.66068222,41.53493306
"1646","Des Moines IA","Covington KY",983,-84.6621725,39.04614278,-93.66068222,41.53493306
"1647","Des Moines IA","Appleton WI",1,-88.51947556,44.25740806,-93.66068222,41.53493306
"1648","Des Moines IA","Detroit MI",977,-83.00986111,42.40919444,-93.66068222,41.53493306
"1649","Des Moines IA","Austin TX",1,-97.66987194,30.19453278,-93.66068222,41.53493306
"1650","Des Moines IA","Cedar Rapids IA",1,-91.71087222,41.88458833,-93.66068222,41.53493306
"1651","Des Moines IA","Arlington VA",272,-77.03772222,38.85208333,-93.66068222,41.53493306
"1652","Des Moines IA","Phoenix AZ",749,-112.0825614,33.68831667,-93.66068222,41.53493306
"1653","Des Moines IA","Denver CO",1404,-104.8492942,39.57012833,-93.66068222,41.53493306
"1654","Des Moines IA","Madison WI",1,-89.18553833,43.10491444,-93.66068222,41.53493306
"1655","Des Moines IA","Memphis TN",813,-90.05397694,35.20069278,-93.66068222,41.53493306
"1656","Des Moines IA","Chicago IL",4823,-87.60791167,41.85884389,-93.66068222,41.53493306
"1657","Des Moines IA","Salt Lake City UT",3,-111.9777731,40.78838778,-93.66068222,41.53493306
"1658","Des Moines IA","Los Angeles CA",177,-118.4080744,33.94253611,-93.66068222,41.53493306
"1659","Des Moines IA","Milwaukee WI",723,-87.89658333,42.94722222,-93.66068222,41.53493306
"1660","Des Moines IA","Dallas-Fort Worth TX",2134,-97.0372,32.89595056,-93.66068222,41.53493306
"1661","Des Moines IA","Minneapolis MN",929,-93.21138889,45.145,-93.66068222,41.53493306
"1662","Des Moines IA","Green Bay WI",1,-88.12959,44.48507333,-93.66068222,41.53493306
"1663","Detroit MI","Seattle WA",1172,-122.3019561,47.52998917,-83.00986111,42.40919444
"1664","Detroit MI","Bozeman MT",19,-111.1530072,45.77690139,-83.00986111,42.40919444
"1665","Detroit MI","Milwaukee WI",1905,-87.89658333,42.94722222,-83.00986111,42.40919444
"1666","Detroit MI","Roanoke VA",748,-79.97542833,37.32546833,-83.00986111,42.40919444
"1667","Detroit MI","New Orleans LA",53,-90.08166667,29.95194444,-83.00986111,42.40919444
"1668","Detroit MI","Jackson MS",689,-90.22253167,32.3347725,-83.00986111,42.40919444
"1669","Detroit MI","Birmingham AL",892,-86.75354972,33.56294306,-83.00986111,42.40919444
"1670","Detroit MI","Sarasota FL",219,-82.55411111,27.39533333,-83.00986111,42.40919444
"1671","Detroit MI","Cedar Rapids IA",946,-91.71087222,41.88458833,-83.00986111,42.40919444
"1672","Detroit MI","Atlanta GA",5612,-84.42694444,33.64044444,-83.00986111,42.40919444
"1673","Detroit MI","Portland OR",250,-122.6709289,45.52527778,-83.00986111,42.40919444
"1674","Detroit MI","Kalamazoo MI",1177,-85.5520575,42.234875,-83.00986111,42.40919444
"1675","Detroit MI","Shreveport LA",360,-93.7450225,32.54021889,-83.00986111,42.40919444
"1676","Detroit MI","Knoxville TN",1424,-83.87365389,35.96383361,-83.00986111,42.40919444
"1677","Detroit MI","Greensboro NC",1245,-79.9372975,36.09774694,-83.00986111,42.40919444
"1678","Detroit MI","Boston MA",2306,-71.00517917,42.3643475,-83.00986111,42.40919444
"1679","Detroit MI","Newark NJ",4419,-74.16866056,40.69249722,-83.00986111,42.40919444
"1680","Detroit MI","Rochester MN",171,-92.49798722,43.90882639,-83.00986111,42.40919444
"1681","Detroit MI","Louisville KY",1011,-85.66372222,38.228,-83.00986111,42.40919444
"1682","Detroit MI","Allentown PA",997,-75.48830556,40.57027778,-83.00986111,42.40919444
"1683","Detroit MI","Columbia SC",713,-81.11953944,33.93884,-83.00986111,42.40919444
"1684","Detroit MI","San Francisco CA",1160,-122.3748433,37.61900194,-83.00986111,42.40919444
"1685","Detroit MI","Kansas City MO",1252,-94.71390556,39.29760528,-83.00986111,42.40919444
"1686","Detroit MI","Duluth MN",721,-92.19364861,46.84209028,-83.00986111,42.40919444
"1687","Detroit MI","Manchester NH",846,-71.43705583,42.93451639,-83.00986111,42.40919444
"1688","Detroit MI","Houston TX",2742,-95.55277778,30.06186111,-83.00986111,42.40919444
"1689","Detroit MI","Baltimore MD",3105,-76.66819833,39.17540167,-83.00986111,42.40919444
"1690","Detroit MI","Indianapolis IN",2558,-86.29438056,39.83070944,-83.00986111,42.40919444
"1691","Detroit MI","Rochester NY",864,-77.67238389,43.11886611,-83.00986111,42.40919444
